subject,predicate,object
Middle Babylonian period,precededBy,Old Babylonian period
Enuma Anu Enlil,origin,Babylonian civilization
King Sennacherib,son,Esarhaddon
Muwatalli II,father,Mursili II
Procession to Esagila temple,associatedWith,Esagila temple
Ancient Assyrian Empire,knownFor,military prowess
Sin (moon god),temple,Ziggurat of Ur
Marduk-shapik-zeri,reignPeriod,1077–1065 BC
Ninurta-apal-Ekur,instanceOf,King of Assyria
Ishtar Gate,decoratedWith,images of dragons
Jehoiachin,son,Zedekiah
City of Eshnunna,instanceOf,Ancient Mesopotamian city
Babylonian mythology,language,Akkadian
Nebuchadnezzar II,constructed,Processional Way
Ruler of Babylon,instanceOf,Title
Babylon,historicalEvent,Fall of Babylon to Cyrus the Great
Tiamat,offspring,Monsters and demons
Neo-Assyrian Empire,relationToBabylon,Controlled Babylon during parts of its history
Arik-den-ili,dynasty,Kassite dynasty
Humbaba,instanceOf,Mythological figure
Eshnunna,ruledBy,King Dadusha
Ishtar Gate,width,approximately 30 meters
City of Babylon,ruledBy,Hammurabi
Enki,domain,water
Babylonian Astronomers,developed,Lunar and Solar Calendars
Behistun Inscription,writtenInLanguages,Old Persian
Siege of Babylon (689 BC),instanceOf,Military siege
Sin (moon god),cultCenter,Ur
Sun God Shamash,role,God of truth
Damiq-ilishu,reignPeriod,c. 1752–1749 BC
Babylonian exile,mentionedIn,Hebrew Bible
Reign of Nebuchadnezzar II,notableFor,Construction of the Hanging Gardens of Babylon
Campaign against the Old Babylonian Empire,resultedIn,decline of Old Babylonian Empire
Code of Hammurabi,material,stone stele
Damkina,role,goddess of creation and fertility
Kassite dynasty,instanceOf,dynasty
Silver shekel,instanceOf,ancient currency
Lamassu statues,instanceOf,Assyrian protective deity sculptures
Ancient Babylonian religion,includedDeity,Tiamat
Ruler of Babylon,notableRulers,Hammurabi
Sogdianus,dynasty,Achaemenid Empire
King Sennacherib,instanceOf,King of Assyria
Tammuz festival,observedBy,Babylonian people
Walls of Babylon,function,Protection against invasions
Kadašman-Enlil II,capital,Babylon
Nabonidus,reignEnd,539 BC
Babylonian Jewish academies,foundedIn,3rd century CE
Henry Rawlinson,nationality,British
Nanna,alsoKnownAs,Sin
God Marduk,associatedWith,Magic
Achaemenid Empire,foundedBy,Cyrus the Great
City of Isin,instanceOf,Ancient Mesopotamian city
King Jehoiachin,wasTakenCaptiveBy,Nebuchadnezzar II
Ancient Babylonian civilization,capitalCity,Babylon
Mami,role,Creator goddess in Babylonian mythology
Reign of Nabonidus,notableEvent,Fall of Babylon to Cyrus the Great
Hammurabi's dynasty,capital,Babylon
Babylon,became part of,Achaemenid Empire
Ashur-nadin-apli,father,Tukulti-Ninurta I
Babylonian literature,writtenIn,Sumerian language
Naram-Sin,dynasty,Akkadian Empire
Library of Ashurbanipal,instanceOf,ancient library
Babylonia,knownFor,mathematics
Washukanni,capitalOf,Hurrian kingdom of Mitanni
Neo-Babylonian King,notableKing,Nebuchadnezzar II
Adad-šuma-uṣur,predecessor,Nazi-Maruttash
Babylon,foundedBy,Amorites
Eanna temple,constructedDuring,ancient Mesopotamian period
Kassites,origin,Zagros Mountains
E-abzu,associatedWith,Abzu (freshwater underground aquifer)
Ishtar Gate,instanceOf,Ancient Babylonian city gate
Nabopolassar's reign,endDate,605 BC
Siege of Babylon (c. 1155 BC),resultedIn,Destruction of Babylon
Sumerian,associatedWith,ancient Mesopotamia
Hanging Gardens of Babylon,describedBy,Ancient Greek historians
Babylonian scribes,associatedWith,Babylon
Ensi of Lagash,title,Ensi
Akkadian Empire,notableRuler,Sargon of Akkad
Babylonian Empire,capital,Babylon
Kara-ḫardaš,instanceOf,King of Babylon
Babilu priests,servedIn,Ziggurat temples
Babylonian Captivity,endDate,538 BCE
First Dynasty of Babylon,region,Mesopotamia
Kar-Tukulti-Ninurta,instanceOf,ancient city
Mul.Apin tablets,datesTo,circa 7th century BCE
Processional Way of Babylon,decoratedWith,Glazed brick reliefs
Ancient Assyria,notableKing,Tiglath-Pileser III
Ancient Babylonian mythology,writtenIn,Akkadian language
Cyrus Cylinder,createdBy,Cyrus the Great
Old Assyrian period,relatedTo,Assyrian Empire
Babylon,knownFor,urban planning
Isin-Larsa period,timeframe,c. 2025–1763 BCE
Adad-shuma-usur,predecessor,Adad-nirari I
Hadadezer,mentionedIn,Hebrew Bible
Babylon,architectureStyle,Mesopotamian architecture
Babylon,destroyedBy,Persians
Babylonia,famousStructure,Hanging Gardens of Babylon
Ashurbanipal,famousFor,Library of Ashurbanipal
Warad-Sin,notableFor,Building projects in Larsa
Babylonian dialect,relatedTo,Assyrian dialect
Hanging Gardens of Babylon,location,Babylon
Naqi'a,associatedWith,Neo-Assyrian Empire
Babylonian king,responsibility,Governance
Shirikti-shuqamuna,reignPeriod,981–979 BC
Inanna,symbol,Lions
Utu,parent,Nanna (moon god)
Sin,domain,Moon
Babylonian religion,instanceOf,ancient religion
Achaemenid conquest of Babylon,instanceOf,historical event
Ashurbanipal,militaryCampaigns,Conquests in Elam and Egypt
Shamash,festival,Shamash Festival
Ishtar Gate,constructedBy,Nebuchadnezzar II
Victory over the Lullubi people,instanceOf,Historical event
First Babylonian Empire,governmentType,Monarchy
Goddess Inanna,parent,Anu
Revolt of Shamash-shum-ukin,result,Defeat of Shamash-shum-ukin
Siege of Jerusalem (587 BCE),conductedBy,Babylonian Empire
Nebuchadnezzar I,religion,Ancient Mesopotamian religion
Hurrians,inhabited,ancient Near East
Shatt al-Arab,locatedIn,Mesopotamia
Marduk,role,chief deity of Babylon
Uruk,locatedIn,Mesopotamia
City of Larsa,historicalPeriod,Old Babylonian period
King Nebuchadnezzar II,successor,Amel-Marduk
Inanna,parent,Enki (god of wisdom)
Ancient Babylonian Palace,associatedWith,Ishtar Gate
Solomon's Temple,significance,central place of worship for ancient Israelites
Kassite language,instanceOf,language
Siege of Jerusalem (701 BC),occurredIn,Ancient city of Jerusalem
Adad-apla-iddina,title,King of Babylon
Arik-den-ili,son,Adad-nirari I
Etemenanki of Borsippa,material,Mud bricks
Cyrus Cylinder,currentLocation,British Museum
Babylonian astronomy,timePeriod,1st millennium BCE
Babylonian language,usedFor,legal documents
Sennacherib,reigned,705–681 BC
Hammurabi's dynasty,instanceOf,dynasty
Abzu,meaning,freshwater abyss
First Babylonian Empire,capital,Babylon
Babylon city walls,historicalPeriod,Neo-Babylonian Empire
Ziggurat temples,locatedIn,Babylon
Babylon,locatedInModernCountry,Iraq
Ancient Assyria,knownFor,Advanced administration
Sumer,knownFor,cuneiform writing
Conquest by Cyrus the Great,conqueror,Cyrus the Great
Mar-biti-apla-usur,successor,Marduk-aḫḫē-erība
Babylonian exile,occurredDuring,6th century BCE
Palace of Sargon II,constructionDate,8th century BCE
Babylonian civilization,flourishedDuring,2nd millennium BCE
Marduk-apla-iddina II,capital,Babylon
Neriglissar,notableFor,Restoration of Babylonian temples
Ancient Babylonian period,language,Sumerian (early period)
Neo-Babylonian period,notableRuler,Nabonidus
Enlil,mythology,Responsible for separating heaven and earth
Babylonian New Year (Akitu),includedRitual,Reenactment of creation myth
Babylon,knownFor,Babylonian agriculture
Babylon,ruledBy,Hammurabi
Ancient Babylonian civilization,knownFor,Hammurabi's Code
Shrine of Marduk,instanceOf,Ancient Babylonian religious structure
Tukulti-Ninurta I,captured,Babylon
Nabonidus' religious reforms,timePeriod,6th century BCE
Plimpton 322 tablet,date,circa 1800 BCE
Kutir-Nahhunte,instanceOf,Elamite king
Babylon,mentionedIn,Bible
Battle of Nineveh,instanceOf,battle
Gate of All Nations,builtBy,King Xerxes I
Enlil-kudurri-usur,instanceOf,King of Babylon
King Xerxes I,not directly related to,ancient city of Babylon
Shalmaneser III,reignStart,859 BC
Isin,locatedNear,Babylon
Reign of Labashi-Marduk,endYear,c. 556 BC
Sumerian King List,relatedTo,ancient city of Babylon
2nd Dynasty of Isin,succeededBy,Elamite invasion
Daniel,capturedDuring,Babylonian exile
Babylonian captivity period,instanceOf,historical period
Ziggurat of Babylon,purpose,Temple dedicated to Marduk
Nanna (moon god),fatherOf,Utu (sun god)
Hillah,locatedOn,Euphrates River
Utu,parent,Ningal
Ibbi-Sin,notableEvent,Fall of Ur to Elamites
Robert Koldewey,instanceOf,Person
Tell Asmar,period,Early Dynastic period
Law Code of Hammurabi,material,stone stele
King Sennacherib,father,Sargon II
Tammuz,culturalInfluence,Influenced later religious traditions
Second Temple,instanceOf,Ancient Jewish Temple
Chaldean dynasty,ruled,Babylon
Ekur temple,dedicatedTo,Enlil
Ancient Babylonians,language,Akkadian
Chaldean Empire,religion,Ancient Mesopotamian religion
King Dadusha,instanceOf,King of Eshnunna
Dadusha,reignPeriod,c. 18th century BCE
Manishtushu,successor,Naram-Sin
Cyrus the Great's decree,date,539 BCE
Labashi-Marduk,instanceOf,King of Babylon
Enlil-nadin-ahi,title,Last king of the Kassite dynasty of Babylon
Mut-Ashkur,associatedWith,Ancient city of Babylon
Ur-Nammu,instanceOf,King
Neo-Babylonian King,instanceOf,Title
Cuneiform writing system,usedFor,Literature
Astyages,instanceOf,King of Media
Goddess Inanna,associatedWith,Venus planet
Conquest of Babylon,resultedIn,fall of Neo-Babylonian Empire
Amytis of Media,spouse,Nebuchadnezzar II
Du'uzu,mythology,Sumerian and Babylonian
Neo-Assyrian period,relatedTo,Assyrian Empire
Temple of the Sun God Shamash,function,Religious worship
Assyrian-Babylonian conflicts,notableEvent,Siege of Babylon (689 BC)
Tammuz festival,ritualsInclude,processions
Aram-Damascus,instanceOf,Ancient Kingdom
King Nebuchadnezzar II,father,Nabopolassar
E-babbar temple,instanceOf,ancient temple
Ishtar Gate,instanceOf,Ancient city gate
Babylonian gods,worshipedIn,Babylon
Amytis of Media,origin,Media
Achaemenid rule over Babylon,event,Conquest of Babylon by Cyrus the Great
Babylon,archaeologicalSite,yes
Behistun Inscription,date,circa 520 BCE
Hanging Gardens of Babylon,purpose,to please Amytis of Media
Nergal,role,god of plague
Assur (god),instanceOf,Mesopotamian deity
Fall of Neo-Babylonian Empire,conqueredBy,Achaemenid Empire
Ancient Babylonian Temple,locatedIn,Babylon
Adad-apla-iddina,reignPeriod,1069–1046 BC
Legal Code of Ur-Nammu,language,Sumerian
Babylon,rebuiltBy,Nebuchadnezzar II
Jehoiachin,reignStartYear,597 BCE
Nergal,worshipedIn,Babylon
Babylonian Empire,religion,Ancient Mesopotamian religion
Babylonian people,instanceOf,Ethnic group
Lugalzagesi,instanceOf,King
Sin (Moon God),worshippedIn,Ancient Mesopotamia
Ziusudra,mentionedIn,Sumerian King List
Hammurabi's dynasty,timePeriod,circa 18th century BC
Elamite forces,participatedIn,Siege of Babylon (c. 1155 BC)
Abu Habbah,associatedWith,Babylon
Assyria,ruler,Sargon II
Babylonian Exile,resultedFrom,Babylonian conquest of Judah
King of Sippar,instanceOf,Title
Round City of Baghdad,instanceOf,ancient city
Ruins of Babylon,excavatedBy,Robert Koldewey
Achaemenid rule over Babylon,culturalPolicy,Respect for Babylonian religion and customs
Darius the Great,improved,infrastructure in Babylon
City of Ur,notableFor,Early urbanization
Fall of Babylon to Persian Empire in 539 BCE,ledBy,Cyrus the Great
Lipit-Ishtar,reignPeriod,c. 1934–1924 BC
Babylonian scribes,instanceOf,scribes
Ashurnasirpal II,son,Shalmaneser III
Law Code of Hammurabi,includes,laws on labor
Ancient Babylonian Palace,function,Administrative center
Babylonian New Year (Akitu),celebratedIn,Babylon
Ishtar,instanceOf,Mesopotamian goddess
City walls of Babylon,height,Up to 12 meters
Ninurta-apla-X,predecessor,Mar-biti-apla-usur
Arda-Mulissu,role,Ruler of the Kassite dynasty in Babylon
Ishtar Gate,features,images of bulls
Conquest of Jerusalem in 586 BC,ledBy,Nebuchadnezzar II
Manishtushu,father,Sargon of Akkad
Neo-Babylonian Empire period,notableRuler,Nabonidus
Babylon,notableBuildingMaterial,mudbrick
Utu,alsoKnownAs,Shamash
Cuneiform Script,usedFor,Literature
Taq Kasra,locatedNear,ancient city of Babylon
Shirikti-shuqamuna,notableEvent,Brief reign during the late 10th century BC
as-Senkereh,historicalPeriod,Old Babylonian period
Nabu,associatedWith,scribes
Nineveh,locatedIn,Mesopotamia
Nebuchadnezzar I,capital,Babylon
Nergal-sharezer,title,King of Babylon
Kassite dynasty of Babylon,knownFor,construction and restoration of temples
Robert Koldewey,deathDate,1925
Babylonian army,foughtIn,Siege of Jerusalem (597 BC)
Ur III,knownFor,legal code of Ur-Nammu
Ishtar,temple,Eanna
Shuruppak,historicalPeriod,Sumerian civilization
Southern Mesopotamia,knownFor,ancient civilizations
Kassite kudurru boundary stones,purpose,mark land grants
King of the Hittite Empire,ruledOver,Hittite Empire
Neo-Assyrian Empire,knownFor,Advanced administration
Assur,importantFor,political center
Priests of Babylon,instanceOf,Religious officials
Mul.Apin tablets,includes,celestial phenomena observations
Henry Rawlinson,birthYear,1810
Babylonian captivity,instanceOf,historical event
Temples of Babylon,include,Etemenanki
Kurigalzu II,capital,Babylon
Adad-šuma-uṣur,reignPeriod,c. 1216–1187 BC
Etemenanki,location,Babylon
Third Dynasty of Ur,capital,Ur
Abu Jafar al-Mansur,reignEnd,775 AD
Baba-aha-iddina,dynasty,Kassite dynasty
City of Isin,ruledBy,Ishme-Dagan II
Bau,spouse,Ninurta
Birs Nimrud,significantFor,archaeological studies of Babylonian civilization
Ninhursag,parentOf,Enki
Babylon,knownFor,administrative systems
City of Ur,locatedIn,Sumer
Babylonian mythology,timePeriod,ancient Mesopotamia
Temple of the sun god Shamash,instanceOf,Ancient Babylonian temple
Babylonian captivity,resultedIn,Jews exiled to Babylon
Semiramis,depictedAs,Warrior and builder
Temple of Enki,function,Religious worship
Gate of All Nations,builtDuring,reign of Xerxes I
King of Uruk,notableKing,Gilgamesh
Babylonian Kingdom,governmentType,Monarchy
Book of Jeremiah,mentions,Babylonian exile
Tiamat,associatedWith,Babylonian mythology
Sack of Babylon,occurredIn,Babylon
Cuneiform Tablets,usedIn,Babylon
Sumer,hadCity,Uruk
Excavations at Babylon,location,Babylon
Adad-nirari II,instanceOf,King of Assyria
Library of Ashurbanipal,associatedWith,Ashurbanipal
Babylonian authorities,included,Kings of Babylon
Eridu,archaeologicalSite,modern-day Iraq
Shalmaneser I,instanceOf,Assyrian king
Last king of the First Babylonian Dynasty,instanceOf,King
Mushezib-Marduk,instanceOf,King of Babylon
Washukanni,location,ancient Near East
Ashur-nadin-apli,reignPeriod,circa 1206–1203 BC
Chaldean Empire,alsoKnownAs,Neo-Babylonian Empire
Elamite dynasty,ruled,Babylon
Carchemish,ruledBy,Hittites
Simbar-shipak,instanceOf,King of Babylon
Esagila temple complex,dedicatedTo,Marduk
Hanging Gardens of Babylon,status,One of the Seven Wonders of the Ancient World
Epic of Gilgamesh,influenced,later literature
Akitu,celebratedIn,Babylon
Kashtiliash IV,successor,Enlil-nadin-ahi
Tukulti-Ninurta II,reignPeriod,891–884 BC
Dur-Sharrukin,excavatedBy,Paul-Émile Botta
Enlil-nadin-apli,reignPeriod,1099–1096 BC
Babylonian Kingdom,famousFor,Hanging Gardens of Babylon
Kadašman-Enlil I,notableEvent,Military campaigns against Assyria
Babylon city walls,instanceOf,Ancient fortification
Abzu,associatedWith,ancient Mesopotamian cosmology
Dur-Kurigalzu,function,administrative center
Isin,capitalOf,Isin dynasty
Damiq-ilishu,successor,Ishme-Dagan
Mursili II,successor,Muwatalli II
Uruk,locatedNear,Euphrates River
Burnaburiash II,instanceOf,King of Babylon
Enlil,associatedWith,Babylonian mythology
Plimpton 322 tablet,contains,mathematical table
Babylon in 1595 BC,capitalOf,Babylonian Empire
Cuneiform tablets,writingSystem,Cuneiform script
Babylon,knownFor,trade and commerce
Ziggurats,culturalSignificance,Symbol of connection between earth and heaven
Achaemenid dynasty,capital,Persepolis
King of Akkad,notableHolder,Naram-Sin
Ibbi-Sin,reignPeriod,c. 2028–2004 BC
Abzu,depictedAs,a subterranean freshwater ocean
Conflicts with Akkadian Empire,timePeriod,circa 2300 BCE
Fall of Babylon in 539 BCE,instanceOf,historical event
Eannatum,knownFor,Military conquests
Assyrian dominance over Babylon,involves,Assyrian Empire
Babylonian chronicles,preservedIn,British Museum
Sennacherib,fatherOf,Arda-Mulissu
Nabu,instanceOf,Mesopotamian deity
Etemenanki ziggurat,dedicatedTo,Marduk
Nabonidus,knownFor,Religious reforms
First Dynasty of Isin,instanceOf,dynasty
Palace of Sargon II,builtBy,Sargon II
Babylonian conquest of Judah,occurredIn,6th century BCE
Eshnunna law code,language,Akkadian
Neo-Babylonian Empire,knownFor,revival of Babylonian culture
Kadashman-Turgu,dynasty,Kassite dynasty
Nabu-apla-iddina,instanceOf,King of Babylon
Dragon (Mušḫuššu),depictedAs,Serpent-dragon
Ancient Kingdom of Judah,event,Babylonian Exile
Tell el-Muqayyar,locatedIn,modern-day Iraq
La'ibum,instanceOf,Ancient Babylonian city
Arik-den-ili,reignPeriod,c. 1317–1306 BC
Old Babylonian Empire,precededBy,Akkadian Empire
Hanging Gardens of Babylon,materialUsed,Mud bricks
Siege of Jerusalem (597 BCE),occurredIn,Babylonian Empire
Ningal,instanceOf,Goddess
Eshnunna laws,include,penalties for theft
Apsu,instanceOf,Mesopotamian deity
Nazi-Maruttash,successor,Kadashman-Turgu
Babylonian archives,include,economic records
Babylonian Captivity of Jews,involvedPeople,Jews
Darius the Great,built,the Suez Canal
Code of Ur-Nammu,containsLaws,laws on marriage
Marduk,role,Chief god of Babylon
Hurrians,instanceOf,ancient people
Marduk,symbol,Dragon (Mušḫuššu)
